Date,Percipitation in.,Snow Depth in.,Snowfall in.,Max Temp F,Min Temp F,Ave Wind Spd mph,FOG,Sleet,Smoke/Haze,Thunder
06/01/1948,0,0,0,80.06,42.98,,false,false,false,false
06/02/1948,0,0,0,78.98,48.02,,false,false,false,false
06/03/1948,0,0,0,82.04,48.02,,false,false,false,false
06/04/1948,0,0,0,84.02,50,,false,false,false,false
06/05/1948,0.15,0,0,62.06,48.92,,false,false,false,false
06/06/1948,0,0,0,69.08,33.98,,false,false,false,false
06/07/1948,0.26,0,0,59,42.98,,false,false,false,false
06/08/1948,1.08,0,0,57.92,51.08,,false,false,false,false
06/09/1948,0.14,0,0,62.06,51.98,,false,false,false,false
06/10/1948,0.03,0,0,57.92,46.04,,false,false,false,false
06/11/1948,0,0,0,57.92,44.06,,false,false,false,false
06/12/1948,0.18,0,0,66.02,51.08,,false,false,false,false
06/13/1948,0.15,0,0,57.92,48.92,,false,false,false,false
06/14/1948,0,0,0,73.04,44.06,,false,false,false,false
06/15/1948,0.01,0,0,68,48.02,,false,false,false,false
06/16/1948,0,0,0,68,39.02,,false,false,false,false
06/17/1948,0.01,0,0,68,42.08,,false,false,false,false
06/18/1948,0.05,0,0,66.92,44.06,,false,false,false,false
06/19/1948,0.05,0,0,69.08,48.02,,false,false,false,false
06/20/1948,0.01,0,0,75.92,39.92,,false,false,false,false
06/21/1948,0,0,0,69.08,50,,false,false,false,false
06/22/1948,0,0,0,73.94,42.98,,false,false,false,false
06/23/1948,0.44,0,0,57.92,48.02,,false,false,false,false
06/24/1948,0.24,0,0,86,55.04,,false,false,false,false
06/25/1948,0.01,0,0,78.98,57.92,,false,false,false,false
06/26/1948,0,0,0,78.98,55.04,,false,false,false,false
06/27/1948,0,0,0,78.08,60.98,,false,false,false,false
06/28/1948,0.03,0,0,78.98,64.94,,false,false,false,false
06/29/1948,0,0,0,89.96,66.02,,false,false,false,false
06/30/1948,0,0,0,87.98,64.04,,false,false,false,false
07/01/1948,0.07,0,0,77,60.08,,false,false,false,false
07/02/1948,0,0,0,75.02,53.96,,false,false,false,false
07/03/1948,0,0,0,78.98,48.02,,false,false,false,false
07/04/1948,0,0,0,78.08,59,,false,false,false,false
07/05/1948,0.2,0,0,78.98,55.94,,false,false,false,false
07/06/1948,1.28,0,0,73.04,53.06,,false,false,false,false
07/07/1948,0.23,0,0,73.94,46.94,,false,false,false,false
07/08/1948,0,0,0,78.08,46.04,,false,false,false,false
07/09/1948,0,0,0,82.94,48.02,,false,false,false,false
07/10/1948,0,0,0,87.98,57.92,,false,false,false,false
07/11/1948,0,0,0,89.06,62.06,,false,false,false,false
07/12/1948,0,0,0,89.06,64.04,,false,false,false,false
07/13/1948,0.08,0,0,73.94,62.96,,false,false,false,false
07/14/1948,0,0,0,73.94,51.08,,false,false,false,false
07/15/1948,0,0,0,78.08,44.96,,false,false,false,false
07/16/1948,0,0,0,82.04,48.02,,false,false,false,false
07/17/1948,0,0,0,77,57.02,,false,false,false,false
07/18/1948,0,0,0,87.08,62.96,,false,false,false,false
07/19/1948,0,0,0,77,57.02,,false,false,false,false
07/20/1948,0,0,0,80.96,51.08,,false,false,false,false
07/21/1948,0.1,0,0,82.04,57.92,,false,false,false,false
07/22/1948,0,0,0,78.98,48.92,,false,false,false,false
07/23/1948,1.57,0,0,71.06,55.94,,false,false,false,false
07/24/1948,0.01,0,0,73.94,55.94,,false,false,false,false
07/25/1948,0,0,0,75.92,55.94,,false,false,false,false
07/26/1948,0.03,0,0,69.98,60.98,,false,false,false,false
07/27/1948,0,0,0,84.02,59,,false,false,false,false
07/28/1948,0.06,0,0,80.96,62.06,,false,false,false,false
07/29/1948,0,0,0,78.08,60.08,,false,false,false,false
07/30/1948,0.02,0,0,84.02,57.02,,false,false,false,false
07/31/1948,0,0,0,78.08,60.98,,false,false,false,false
08/01/1948,0,0,0,80.06,53.96,,false,false,false,false
08/02/1948,0,0,0,73.94,57.02,,false,false,false,false
08/03/1948,0,0,0,75.92,50,,false,false,false,false
08/04/1948,0,0,0,77,55.94,,false,false,false,false
08/05/1948,0.92,0,0,68,55.04,,false,false,false,false
08/06/1948,0.98,0,0,68,53.96,,false,false,false,false
08/07/1948,0,0,0,66.02,50,,false,false,false,false
08/08/1948,0,0,0,71.96,53.06,,false,false,false,false
08/09/1948,0,0,0,71.96,46.04,,false,false,false,false
08/10/1948,0,0,0,73.94,44.96,,false,false,false,false
08/11/1948,0.01,0,0,78.08,46.94,,false,false,false,false
08/12/1948,1.11,0,0,71.06,59,,false,false,false,false
08/13/1948,1.09,0,0,71.96,59,,false,false,false,false
08/14/1948,0.73,0,0,69.08,57.02,,false,false,false,false
08/15/1948,0,0,0,77,53.06,,false,false,false,false
08/16/1948,0,0,0,80.06,48.92,,false,false,false,false
08/17/1948,0,0,0,78.08,53.06,,false,false,false,false
08/18/1948,0,0,0,75.92,51.98,,false,false,false,false
08/19/1948,0.05,0,0,69.08,55.94,,false,false,false,false
08/20/1948,0,0,0,78.98,57.92,,false,false,false,false
08/21/1948,0.01,0,0,82.04,57.92,,false,false,false,false
08/22/1948,0.94,0,0,84.92,53.96,,false,false,false,false
08/23/1948,0,0,0,84.02,57.92,,false,false,false,false
08/24/1948,0,0,0,84.02,57.02,,false,false,false,false
08/25/1948,0,0,0,91.94,64.94,,false,false,false,false
08/26/1948,0,0,0,93.02,69.98,,false,false,false,false
08/27/1948,0,0,0,89.96,69.08,,false,false,false,false
08/28/1948,0.01,0,0,87.98,66.92,,false,false,false,false
08/29/1948,0,0,0,82.04,62.06,,false,false,false,false
08/30/1948,0,0,0,68,51.98,,false,false,false,false
08/31/1948,0,0,0,62.96,46.94,,false,false,false,false
09/01/1948,0,0,0,66.02,42.08,,false,false,false,false
09/02/1948,0,0,0,69.08,44.06,,false,false,false,false
09/03/1948,0,0,0,78.98,46.04,,false,false,false,false
09/04/1948,0.08,0,0,75.92,53.96,,false,false,false,false
09/05/1948,0,0,0,82.94,53.96,,false,false,false,false
09/06/1948,0,0,0,84.92,51.98,,false,false,false,false
09/07/1948,0,0,0,82.94,53.96,,false,false,false,false
09/08/1948,0,0,0,82.04,50,,false,false,false,false
09/09/1948,0,0,0,82.94,51.98,,false,false,false,false
09/10/1948,0,0,0,66.02,55.94,,false,false,false,false
09/11/1948,0,0,0,71.96,44.06,,false,false,false,false
09/12/1948,0,0,0,80.06,55.04,,false,false,false,false
09/13/1948,0,0,0,87.98,48.92,,false,false,false,false
09/14/1948,0,0,0,64.94,48.02,,false,false,false,false
09/15/1948,0,0,0,59,35.06,,false,false,false,false
09/16/1948,0,0,0,60.98,30.02,,false,false,false,false
09/17/1948,0,0,0,64.94,28.94,,false,false,false,false
09/18/1948,0.51,0,0,69.08,53.06,,false,false,false,false
09/19/1948,0,0,0,69.98,44.96,,false,false,false,false
09/20/1948,0.23,0,0,69.08,44.06,,false,false,false,false
09/21/1948,0,0,0,53.06,41,,false,false,false,false
09/22/1948,0,0,0,55.04,39.02,,false,false,false,false
09/23/1948,0,0,0,55.04,44.96,,false,false,false,false
09/24/1948,0,0,0,57.02,39.02,,false,false,false,false
09/25/1948,0,0,0,68,30.92,,false,false,false,false
09/26/1948,0,0,0,71.06,33.98,,false,false,false,false
09/27/1948,0,0,0,71.96,32,,false,false,false,false
09/28/1948,0,0,0,73.04,42.98,,false,false,false,false
09/29/1948,0,0,0,80.06,42.98,,false,false,false,false
09/30/1948,0,0,0,78.98,46.04,,false,false,false,false
10/01/1948,0.15,0,0,71.96,50,,false,false,false,false
10/02/1948,0.04,0,0,60.08,46.04,,false,false,false,false
10/03/1948,0,0,0,50,28.94,,false,false,false,false
10/04/1948,0,0,0,57.92,23,,false,false,false,false
10/05/1948,0,0,0,62.06,26.06,,false,false,false,false
10/06/1948,0,0,0,71.96,33.98,,false,false,false,false
10/07/1948,0,0,0,71.96,33.98,,false,false,false,false
10/08/1948,0.84,0,0,60.98,39.92,,false,false,false,false
10/09/1948,0,0,0,60.98,42.98,,false,false,false,false
10/10/1948,0,0,0,57.92,44.96,,false,false,false,false
10/11/1948,0,0,0,59,42.98,,false,false,false,false
10/12/1948,0.09,0,0,62.96,39.02,,false,false,false,false
10/13/1948,0.01,0,0,55.94,37.04,,false,false,false,false
10/14/1948,0,0,0,55.04,33.98,,false,false,false,false
10/15/1948,0,0,0,57.92,30.02,,false,false,false,false
10/16/1948,0,0,0,62.06,23,,false,false,false,false
10/17/1948,0.73,0,0,57.92,33.98,,false,false,false,false
10/18/1948,0.33,0,2.01,39.02,24.98,,false,false,false,false
10/19/1948,0,0,0,42.08,19.94,,false,false,false,false
10/20/1948,0.05,0,0,35.06,24.98,,false,false,false,false
10/21/1948,0,0,0,42.08,23,,false,false,false,false
10/22/1948,0,0,0,48.92,19.94,,false,false,false,false
10/23/1948,0,0,0,51.08,30.02,,false,false,false,false
10/24/1948,0,0,0,57.92,26.96,,false,false,false,false
10/25/1948,0,0,0,55.04,32,,false,false,false,false
10/26/1948,0,0,0,59,32,,false,false,false,false
10/27/1948,0,0,0,57.02,24.98,,false,false,false,false
10/28/1948,0,0,0,66.92,26.96,,false,false,false,false
10/29/1948,0,0,0,57.02,32,,false,false,false,false
10/30/1948,0,0,0,59,26.96,,false,false,false,false
10/31/1948,0,0,0,62.06,28.04,,false,false,false,false
11/01/1948,0,0,0,57.92,28.94,,false,false,false,false
11/02/1948,0,0,0,50,30.92,,false,false,false,false
11/03/1948,0,0,0,51.08,28.94,,false,false,false,false
11/04/1948,0.57,0,0,53.96,44.06,,false,false,false,false
11/05/1948,0,0,0,66.92,44.96,,false,false,false,false
11/06/1948,0.05,0,0,69.98,57.02,,false,false,false,false
11/07/1948,1.11,0,0,64.04,44.06,,false,false,false,false
11/08/1948,0,0,0,55.04,33.08,,false,false,false,false
11/09/1948,0.01,0,0,55.04,30.02,,false,false,false,false
11/10/1948,0.21,0,0,68,42.98,,false,false,false,false
11/11/1948,0.05,0,0,48.92,35.96,,false,false,false,false
11/12/1948,0,0,0,48.02,39.92,,false,false,false,false
11/13/1948,0.18,0,0,46.94,35.06,,false,false,false,false
11/14/1948,0,0,0,39.92,23,,false,false,false,false
11/15/1948,0.06,0,0.39,39.02,24.98,,false,false,false,false
11/16/1948,0,0,0,46.04,33.08,,false,false,false,false
11/17/1948,0.12,0,0,48.92,35.96,,false,false,false,false
11/18/1948,0,0,0,51.98,33.98,,false,false,false,false
11/19/1948,0.82,0,0,51.08,24.08,,false,false,false,false
11/20/1948,1.12,0,0,48.02,39.02,,false,false,false,false
11/21/1948,0.03,0,0,44.06,35.96,,false,false,false,false
11/22/1948,0.18,0,0,44.06,35.96,,false,false,false,false
11/23/1948,0.13,0,0,42.08,35.06,,false,false,false,false
11/24/1948,0,0,0,42.08,35.06,,false,false,false,false
11/25/1948,0,0,0,44.06,26.96,,false,false,false,false
11/26/1948,0.01,0,0,48.92,21.92,,false,false,false,false
11/27/1948,0.19,0,0,50,35.96,,false,false,false,false
11/28/1948,0,0,0,39.92,26.06,,false,false,false,false
11/29/1948,0,0,0,41,19.94,,false,false,false,false
11/30/1948,0,0,0,33.98,17.96,,false,false,false,false
12/01/1948,0.02,0,0.31,37.94,28.94,,false,false,false,false
12/02/1948,0,0,0,37.94,24.98,,false,false,false,false
12/03/1948,0,0,0,42.98,19.94,,false,false,false,false
12/04/1948,0,0,0,51.08,19.94,,false,false,false,false
12/05/1948,0,0,0,53.06,21.92,,false,false,false,false
12/06/1948,0.32,0,0,44.96,35.96,,false,false,false,false
12/07/1948,0,0,0,48.02,35.06,,false,false,false,false
12/08/1948,0,0,0,39.02,28.04,,false,false,false,false
12/09/1948,0,0,0,35.06,24.08,,false,false,false,false
12/10/1948,0.02,0,0.2,33.08,23,,false,false,false,false
12/11/1948,0,0,0,28.94,12.92,,false,false,false,false
12/12/1948,0.03,0.98,1.3,39.92,10.04,,false,false,false,false
12/13/1948,0,0,0,44.96,33.08,,false,false,false,false
12/14/1948,0.03,0,0.2,33.08,17.06,,false,false,false,false
12/15/1948,0,0,0,24.98,10.04,,false,false,false,false
12/16/1948,0.01,0,0,28.94,21.02,,false,false,false,false
12/17/1948,0.03,0,0,35.96,24.08,,false,false,false,false
12/18/1948,0.02,2.01,1.69,24.08,12.02,,false,false,false,false
12/19/1948,0.04,2.01,0.79,19.04,3.02,,false,false,false,false
12/20/1948,0,2.01,0,24.08,10.94,,false,false,false,false
12/21/1948,0.04,4.02,2.72,30.02,5,,false,false,false,false
12/22/1948,0.01,4.02,0.2,37.04,23,,false,false,false,false
12/23/1948,0,4.02,0.51,26.96,17.06,,false,false,false,false
12/24/1948,0,5,0.59,17.96,-0.04,,false,false,false,false
12/25/1948,0,4.02,0,15.98,-9.94,,false,false,false,false
12/26/1948,0,4.02,0,8.06,-5.08,,false,false,false,false
12/27/1948,0,4.02,0,23,-9.04,,false,false,false,false
12/28/1948,0,4.02,0,33.08,12.92,,false,false,false,false
12/29/1948,0.3,0,0,42.08,23,,false,false,false,false
12/30/1948,1.9,0,0,46.04,33.08,,false,false,false,false
12/31/1948,0.23,0,0,50,33.98,,false,false,false,false
01/01/1949,0.08,0,0.59,37.94,24.98,,true,true,false,false
01/02/1949,0.01,0.98,0.39,26.96,23,,true,false,false,false
01/03/1949,0,0.98,0,26.06,23,,false,false,false,false
01/04/1949,0,0,0,33.98,17.06,,false,false,false,false
01/05/1949,0.37,0,0,37.04,28.04,,true,false,false,false
01/06/1949,,0,0,46.04,30.92,,true,false,false,false
01/07/1949,0.1,0.98,1.61,37.04,28.94,,true,false,false,false
01/08/1949,0,0,0,42.08,28.94,,false,false,false,false
01/09/1949,0,0,0,39.02,28.94,,true,false,false,false
01/10/1949,0,0,0,39.02,26.06,,true,false,true,false
01/11/1949,0,0,0,26.06,3.02,,false,false,false,false
01/12/1949,0.05,0,0.39,21.92,1.04,,false,false,true,false
01/13/1949,,0,3.11,24.08,10.04,,false,false,false,false
01/14/1949,0.07,5,1.61,24.98,8.06,,false,false,false,false
01/15/1949,0,5,0,21.92,-5.98,,false,true,false,false
01/16/1949,0,2.01,0,44.96,21.02,,true,false,false,false
01/17/1949,0.03,0,0,46.04,21.92,,false,false,false,false
01/18/1949,0.07,0,0,37.04,19.04,,true,true,false,false
01/19/1949,0.05,0,0,57.02,26.96,,true,false,false,false
01/20/1949,0,0,0,33.98,5,,false,false,false,false
01/21/1949,0.18,0,2.09,21.02,3.92,,true,false,false,false
01/22/1949,0.29,5.98,3.58,33.08,15.98,,true,false,false,false
01/23/1949,0,5,0,28.04,8.06,,false,false,false,false
01/24/1949,0.05,5,0,32,24.08,,true,false,false,false
01/25/1949,0.03,5,0,23,5,,true,false,false,false
01/26/1949,0.52,7.01,5.71,10.94,1.94,,true,false,false,false
01/27/1949,0.12,10.98,1.18,26.06,8.96,,true,false,false,false
01/28/1949,0.22,9.02,0.91,37.94,15.98,,true,true,false,false
01/29/1949,0.02,7.01,0.31,35.96,5,,false,false,false,false
01/30/1949,0,7.01,0,24.08,-4,,false,false,false,false
01/31/1949,0.35,12.99,5.98,24.98,-0.04,,false,false,false,false
02/01/1949,0.06,12.01,0.79,28.94,15.08,,false,false,true,false
02/02/1949,0,12.99,0.51,21.02,3.02,,true,false,false,false
02/03/1949,0,10.98,0,24.98,-2.02,,false,false,false,false
02/04/1949,0.35,15,4.49,21.92,10.94,,true,false,true,false
02/05/1949,0.06,15.98,0.91,21.02,-5.98,,true,false,true,false
02/06/1949,0,15.98,0,24.08,-14.98,,false,false,false,false
02/07/1949,0.43,17.99,3.82,35.96,17.06,,false,false,false,false
02/08/1949,0,14.02,0,35.06,17.06,,false,false,false,false
02/09/1949,0,5,0,46.94,26.96,,false,false,false,false
02/10/1949,0,4.02,0,35.06,14,,false,false,false,false
02/11/1949,0,4.02,0,19.94,-7.96,,false,false,false,false
02/12/1949,0,4.02,0,26.96,-14.08,,false,false,false,false
02/13/1949,0.02,2.99,0,44.96,26.96,,true,true,false,false
02/14/1949,0.01,2.99,0,37.04,26.96,,true,false,false,false
02/15/1949,0.29,2.01,0,48.02,28.04,,true,true,false,false
02/16/1949,0,2.01,0,44.96,28.04,,false,false,false,false
02/17/1949,0.06,2.99,0.71,33.08,12.92,,false,false,false,false
02/18/1949,0,2.01,0,42.08,6.08,,false,false,false,false
02/19/1949,0,2.01,0,46.04,26.06,,false,false,false,false
02/20/1949,0,2.01,0,37.94,17.96,,false,false,false,false
02/21/1949,0,2.01,0,32,10.04,,false,false,false,false
02/22/1949,0.06,2.01,0.98,33.08,14,,true,false,false,false
02/23/1949,0.32,5.98,3.82,33.08,15.98,,true,false,false,false
02/24/1949,0,4.02,0,41,12.02,,false,false,false,false
02/25/1949,0.55,5.98,5.39,33.98,28.94,,true,false,false,false
02/26/1949,0.07,7.99,0.51,32,6.98,,true,false,false,false
02/27/1949,0,7.01,0,35.96,-4,,false,false,false,false
02/28/1949,0.05,4.02,0.59,33.98,8.96,,false,false,false,false
03/01/1949,0.04,5,0.51,30.02,19.04,,false,false,false,false
03/02/1949,0,5,0,26.96,14,,false,false,false,false
03/03/1949,0,4.02,0,28.94,10.94,,false,false,false,false
03/04/1949,0,4.02,0,33.08,-0.04,,false,false,false,false
03/05/1949,0.03,2.01,0.39,48.02,24.98,,true,false,true,false
03/06/1949,0.05,2.01,0,42.08,23,,true,false,false,false
03/07/1949,0,2.01,0,24.98,5,,false,false,false,false
03/08/1949,0,2.01,0,41,1.04,,false,false,false,false
03/09/1949,0,0.98,0,48.02,14,,false,false,false,false
03/10/1949,0,0,0,37.94,28.94,,true,false,false,false
03/11/1949,0.64,4.02,6.3,33.98,23,,true,true,false,false
03/12/1949,0.32,7.99,3.7,26.06,12.92,,true,false,false,false
03/13/1949,0.13,9.02,1.1,26.96,12.02,,false,false,false,false
03/14/1949,0,5,0,39.92,17.06,,false,false,false,false
03/15/1949,0.11,5.98,1.3,33.98,10.04,,false,false,false,false
03/16/1949,0,5,0,24.08,6.08,,false,false,false,false
03/17/1949,0,4.02,0,30.92,17.06,,false,false,false,false
03/18/1949,0,2.99,0,32,8.96,,false,false,false,false
03/19/1949,0,2.99,0,15.98,3.02,,false,false,false,false
03/20/1949,0,2.99,0,28.94,-2.02,,false,false,false,false
03/21/1949,0.01,2.01,0.12,46.94,19.04,,false,false,true,false
03/22/1949,0,0.98,0,51.98,30.02,,false,false,true,false
03/23/1949,0.1,0,0,53.06,33.98,,false,false,false,false
03/24/1949,0,0,0,46.94,26.96,,false,false,false,false
03/25/1949,0.04,0,0,51.98,23,,false,false,false,false
03/26/1949,0,0,0,64.04,35.06,,true,false,false,false
03/27/1949,0.29,0,0,55.94,39.02,,true,false,true,false
03/28/1949,0,0,0,55.94,37.94,,true,false,false,false
03/29/1949,0.08,0,0,51.08,32,,true,false,false,false
03/30/1949,0.09,0,0,46.04,30.02,,true,false,false,false
03/31/1949,0,0,0,44.06,24.98,,false,false,false,false
04/01/1949,0,0,0,48.02,19.94,,false,false,false,false
04/02/1949,0,0,0,50,26.06,,false,false,false,false
04/03/1949,0.37,0,0,53.06,28.94,,true,false,false,false
04/04/1949,0.19,0,0,46.94,35.06,,true,false,false,false
04/05/1949,0,0,0,60.98,24.08,,false,false,false,false
04/06/1949,0.61,0,2.2,46.04,30.92,,true,true,false,false
04/07/1949,0.17,0,0,48.02,32,,true,false,false,false
04/08/1949,0,0,0,46.04,28.94,,false,false,false,false
04/09/1949,0.01,0,0,35.06,28.94,,false,false,false,false
04/10/1949,0,0,0,46.94,30.02,,false,false,false,false
04/11/1949,0,0,0,51.98,28.04,,false,false,false,false
04/12/1949,0,0,0,64.94,26.06,,false,false,false,false
04/13/1949,0,0,0,75.02,41,,false,false,false,false
04/14/1949,0,0,0,64.04,37.94,,false,false,false,false
04/15/1949,0.6,0,0,51.08,32,,false,false,false,true
04/16/1949,0.02,0,0,44.96,28.94,,false,false,false,false
04/17/1949,0.04,0,0.2,37.94,28.04,,true,false,false,false
04/18/1949,0.05,0,0,42.98,30.02,,true,false,false,false
04/19/1949,0.71,0,5.79,42.98,30.92,,true,false,false,false
04/20/1949,0.03,0,0,53.96,33.98,,false,false,false,false
04/21/1949,0,0,0,53.96,44.06,,false,false,false,false
04/22/1949,0.03,0,0,75.92,41,,false,false,false,false
04/23/1949,0.11,0,0,64.04,44.06,,false,false,false,false
04/24/1949,0.06,0,0,46.94,28.04,,false,false,false,false
04/25/1949,0,0,0,53.06,23,,false,false,false,false
04/26/1949,0.21,0,0,55.04,35.96,,true,false,false,false
04/27/1949,0.18,0,0,62.06,39.92,,true,false,false,true
04/28/1949,0.01,0,0,42.08,30.92,,true,false,false,false
04/29/1949,0,0,0,55.94,24.98,,false,false,false,false
04/30/1949,0,0,0,71.06,35.96,,false,false,false,false
05/01/1949,0,0,0,80.96,37.94,,false,false,false,false
05/02/1949,0,0,0,73.94,57.02,,false,false,false,false
05/03/1949,1.29,0,0,73.94,51.08,,false,false,false,true
05/04/1949,0,0,0,82.94,42.08,,false,false,false,false
05/05/1949,0.02,0,0,82.94,50,,true,false,false,false
05/06/1949,0,0,0,73.94,55.04,,true,false,false,true
05/07/1949,0.09,0,0,69.08,37.04,,false,false,false,true
05/08/1949,0,0,0,71.96,28.94,,false,false,false,false
05/09/1949,0,0,0,73.94,46.04,,false,false,false,false
05/10/1949,0,0,0,59,35.06,,false,false,false,false
05/11/1949,0,0,0,60.08,28.94,,false,false,false,false
05/12/1949,0,0,0,64.04,32,,false,false,false,false
05/13/1949,0,0,0,66.02,35.96,,false,false,false,false
05/14/1949,0.02,0,0,64.94,39.02,,false,false,false,false
05/15/1949,0,0,0,66.02,33.08,,false,false,false,false
05/16/1949,0,0,0,69.98,41,,true,false,false,false
05/17/1949,0,0,0,75.92,42.98,,true,false,false,false
05/18/1949,0.05,0,0,82.04,46.04,,false,false,false,false
05/19/1949,0.3,0,0,78.98,44.06,,true,false,true,true
05/20/1949,0.01,0,0,53.96,37.04,,false,false,false,false
05/21/1949,0,0,0,64.94,28.94,,false,false,false,false
05/22/1949,0.15,0,0,57.92,42.98,,true,false,false,false
05/23/1949,0.15,0,0,69.08,48.92,,true,false,false,false
05/24/1949,0,0,0,73.94,44.06,,true,false,false,false
05/25/1949,0.11,0,0,57.92,35.96,,false,false,false,false
05/26/1949,0.17,0,0,53.06,33.08,,true,false,false,false
05/27/1949,0.01,0,0,57.02,39.92,,true,false,false,false
05/28/1949,0.03,0,0,55.94,37.94,,false,false,false,false
05/29/1949,0.06,0,0,55.04,35.96,,false,false,false,false
05/30/1949,0.1,0,0,55.04,39.92,,false,false,false,false
05/31/1949,0.05,0,0,66.02,37.04,,false,false,false,false
06/01/1949,0,0,0,71.96,33.98,,false,false,false,false
06/02/1949,0,0,0,80.06,39.02,,false,false,false,false
06/03/1949,0,0,0,84.02,46.04,,false,false,false,false
06/04/1949,0,0,0,84.02,60.98,,false,false,false,false
06/05/1949,0,0,0,78.98,60.08,,false,false,false,true
06/06/1949,0,0,0,78.98,50,,false,false,false,false
06/07/1949,0,0,0,64.04,46.94,,false,false,false,false
06/08/1949,0,0,0,57.02,39.02,,false,false,false,false
06/09/1949,0,0,0,68,39.92,,false,false,false,false
06/10/1949,0,0,0,73.94,41,,false,false,false,false
06/11/1949,0,0,0,84.92,55.04,,false,false,false,false
06/12/1949,0,0,0,87.98,60.08,,false,false,true,false
06/13/1949,0,0,0,89.06,62.96,,false,false,true,false
06/14/1949,0,0,0,86,66.02,,false,false,false,false
06/15/1949,0,0,0,86,62.06,,false,false,false,false
06/16/1949,0,0,0,87.98,59,,false,false,false,false
06/17/1949,0,0,0,87.08,57.02,,false,false,false,false
06/18/1949,0,0,0,87.98,62.06,,false,false,false,false
06/19/1949,0.01,0,0,87.98,66.02,,true,false,false,false
06/20/1949,0.72,0,0,84.92,62.06,,true,false,true,true
06/21/1949,0.48,0,0,87.98,62.06,,true,false,true,true
06/22/1949,0,0,0,80.96,59,,true,false,false,true
06/23/1949,0,0,0,73.94,51.98,,false,false,false,false
06/24/1949,0.2,0,0,78.98,50,,false,false,false,false
06/25/1949,0.55,0,0,82.04,59,,true,false,true,true
06/26/1949,0.05,0,0,84.02,66.02,,false,false,false,false
06/27/1949,0,0,0,80.06,57.92,,false,false,false,false
06/28/1949,0,0,0,69.98,55.94,,true,false,false,false
06/29/1949,0,0,0,80.96,55.94,,false,false,false,false
06/30/1949,0,0,0,86,57.92,,false,false,false,false
07/01/1949,0,0,0,84.92,55.04,,true,false,false,false
07/02/1949,0,0,0,89.96,59,,false,false,false,false
07/03/1949,0,0,0,91.04,64.94,,false,false,true,false
07/04/1949,0.01,0,0,89.96,57.02,,false,false,false,true
07/05/1949,0,0,0,75.92,53.96,,false,false,false,false
07/06/1949,0,0,0,78.08,51.98,,false,false,false,false
07/07/1949,0,0,0,75.92,44.06,,false,false,false,false
07/08/1949,0,0,0,80.06,39.92,,false,false,false,false
07/09/1949,0,0,0,84.02,44.96,,false,false,false,false
07/10/1949,0.78,0,0,71.96,55.04,,true,false,false,false
07/11/1949,0,0,0,77,48.92,,false,false,false,false
07/12/1949,0,0,0,86,50,,true,false,true,false
07/13/1949,0.1,0,0,84.02,64.04,,true,false,false,true
07/14/1949,0,0,0,78.98,57.92,,false,false,false,false
07/15/1949,0.06,0,0,80.06,55.04,,false,false,false,true
07/16/1949,0,0,0,84.92,62.96,,true,false,true,true
07/17/1949,0,0,0,80.06,57.02,,true,false,true,false
07/18/1949,0.45,0,0,80.96,64.04,,true,false,false,false
07/19/1949,0,0,0,86,62.06,,false,false,false,false
07/20/1949,0,0,0,87.08,68,,false,false,false,false
07/21/1949,0,0,0,78.08,53.96,,false,false,false,false
07/22/1949,0,0,0,82.04,46.94,,false,false,false,false
07/23/1949,0,0,0,75.02,57.02,,false,false,false,false
07/24/1949,0,0,0,82.04,55.94,,false,false,false,false
07/25/1949,0.32,0,0,71.96,55.04,,true,false,false,false
07/26/1949,0,0,0,87.98,53.96,,true,false,false,false
07/27/1949,1.69,0,0,91.94,62.06,,true,false,false,true
11/08/1950,0,0,0,55.94,41,,false,false,true,false
07/28/1949,0.03,0,0,91.94,68,,true,false,false,true
07/29/1949,0,0,0,91.94,68,,false,false,false,true
07/30/1949,0.03,0,0,89.96,66.02,,false,false,false,true
07/31/1949,0.64,0,0,75.02,57.92,,true,false,false,false
08/01/1949,0,0,0,78.98,51.08,,false,false,false,false
08/02/1949,0,0,0,82.04,50,,true,false,false,false
08/03/1949,0,0,0,78.98,55.04,,false,false,false,false
08/04/1949,0,0,0,84.02,60.98,,true,false,true,false
08/05/1949,0,0,0,84.02,53.96,,true,false,false,false
08/06/1949,0,0,0,84.92,53.96,,true,false,false,false
08/07/1949,0,0,0,86,55.04,,false,false,false,false
08/08/1949,0,0,0,91.04,57.92,,false,false,false,false
08/09/1949,0.1,0,0,89.06,66.02,,false,false,false,true
08/10/1949,0.12,0,0,91.94,60.98,,true,false,false,true
08/11/1949,0.06,0,0,82.04,64.94,,true,false,false,true
08/12/1949,0.03,0,0,80.06,59,,true,false,false,false
08/13/1949,0,0,0,82.04,51.08,,true,false,false,false
08/14/1949,0,0,0,80.06,53.06,,false,false,false,false
08/15/1949,0,0,0,75.92,46.04,,false,false,false,false
08/16/1949,0,0,0,78.08,42.08,,false,false,false,false
08/17/1949,0.66,0,0,68,55.94,,true,false,false,true
08/18/1949,0.84,0,0,71.06,57.92,,true,false,false,false
08/19/1949,0.08,0,0,62.96,50,,false,false,false,false
08/20/1949,0.02,0,0,64.94,46.04,,false,false,false,false
08/21/1949,0,0,0,75.02,48.02,,false,false,false,false
08/22/1949,0,0,0,84.02,44.06,,true,false,false,false
08/23/1949,0,0,0,84.02,51.98,,false,false,false,false
08/24/1949,0.03,0,0,71.96,44.06,,true,false,false,false
