Week of,Rack 1,#1 Kerosene,#2 Fuel,#2 Diesel,ULS Deisel,Rack 2,#4 Fuel,#6 Fuel (1%),Rack 3,#6 Fuel (.5%),#6 Fuel (2%),Rack 4,Unleaded,Midgrade,Premium,Rack 5,LP Gas
01/31/2010 12:00:00 AM,ALBANY,2.2280,2.1178,2.1088,2.1088,BOSTON,2.2798,2.1417,BOSTON,2.0167,2.2786,ALBANY,2.0613,2.1173,2.2558,SELKIRK,1.4650
02/07/2010 12:00:00 AM,ALBANY,2.3080,2.2165,2.2140,2.2140,BOSTON,1.1526,2.2000,BOSTON,2.0738,1.1524,ALBANY,2.1050,2.1610,2.2995,SELKIRK,1.5160
02/14/2010 12:00:00 AM,ALBANY,2.2280,2.1380,2.1560,2.1560,BOSTON,2.3077,2.1530,BOSTON,2.0214,2.2982,ALBANY,2.0263,2.0828,2.2208,SELKIRK,1.5210
02/21/2010 12:00:00 AM,ALBANY,2.3080,2.2034,2.2210,2.2210,BOSTON,1.1436,2.1845,BOSTON,2.0667,1.1644,ALBANY,2.0688,2.1248,2.2633,SELKIRK,1.4260
02/28/2010 12:00:00 AM,ALBANY,2.3880,2.2342,2.2670,2.2675,BOSTON,2.3821,2.2339,BOSTON,2.1143,2.3756,ALBANY,2.1463,2.2023,2.3408,SELKIRK,1.4260
03/07/2010 12:00:00 AM,ALBANY,2.3830,2.2857,2.3293,2.3293,BOSTON,2.4155,2.2500,BOSTON,2.1262,2.3798,ALBANY,2.1888,2.2448,2.3833,SELKIRK,1.3560
03/14/2010 12:00:00 AM,ALBANY,2.3780,2.3070,2.3278,2.3290,BOSTON,2.4244,2.2411,BOSTON,2.1262,2.3708,ALBANY,2.2200,2.2760,2.4145,SELKIRK,1.3435
03/21/2010 12:00:00 AM,ALBANY,2.4080,2.3223,2.3600,2.3600,BOSTON,2.4500,2.2690,BOSTON,2.1524,2.3917,ALBANY,2.2288,2.2848,2.4243,SELKIRK,1.2710
03/28/2010 12:00:00 AM,ALBANY,2.4870,2.2533,2.2940,2.2940,BOSTON,2.4006,2.2423,BOSTON,2.1214,2.3565,ALBANY,2.1675,2.2235,2.3620,SELKIRK,1.2810
04/04/2010 12:00:00 AM,ALBANY,2.4330,2.3553,2.3868,2.3868,BOSTON,0.0247,2.2899,BOSTON,2.1690,1.1891,ALBANY,2.2125,2.2685,2.4070,SELKIRK,1.2510
04/11/2010 12:00:00 AM,ALBANY,2.4980,2.4177,2.4382,2.4382,BOSTON,2.5048,2.2952,BOSTON,2.1738,2.4012,ALBANY,2.2375,2.2935,2.4320,SELKIRK,1.3135
04/18/2010 12:00:00 AM,ALBANY,2.4980,2.4089,2.4468,2.4468,BOSTON,2.5333,2.3524,BOSTON,2.2286,2.4298,ALBANY,2.2503,2.3063,2.4448,SELKIRK,1.2885
04/25/2010 12:00:00 AM,ALBANY,2.4580,2.3723,2.4230,2.4230,BOSTON,2.5292,2.3732,BOSTON,2.2524,2.4738,ALBANY,2.2190,2.2750,2.4135,SELKIRK,1.2685
05/02/2010 12:00:00 AM,ALBANY,2.5030,2.4023,2.4493,2.4493,BOSTON,2.5423,2.3792,BOSTON,2.2524,2.4768,ALBANY,2.2650,2.3210,2.4595,SELKIRK,1.2950
05/09/2010 12:00:00 AM,ALBANY,2.4280,2.3493,2.4168,2.4168,BOSTON,2.4893,2.3155,BOSTON,2.1905,2.4232,ALBANY,2.1963,2.2523,2.3908,SELKIRK,1.2860
05/16/2010 12:00:00 AM,ALBANY,2.4280,2.3368,2.4033,2.4033,BOSTON,0.0247,2.2875,BOSTON,2.1643,1.1801,ALBANY,2.1825,2.2385,2.3770,SELKIRK,1.2635
05/23/2010 12:00:00 AM,ALBANY,2.1880,2.1273,2.1740,2.1740,BOSTON,2.3571,2.1161,BOSTON,1.9881,2.2190,ALBANY,2.0438,2.0998,2.2383,SELKIRK,1.2235
05/30/2010 12:00:00 AM,ALBANY,2.1780,2.0910,2.1463,2.1463,BOSTON,2.2375,2.0530,BOSTON,1.9333,2.1571,ALBANY,1.9838,2.0398,2.1783,SELKIRK,1.1385
06/06/2010 12:00:00 AM,ALBANY,2.2780,2.1683,2.2333,2.2333,BOSTON,2.3054,2.1131,BOSTON,1.9881,2.2173,ALBANY,2.0325,2.0885,2.3070,SELKIRK,1.2010
06/13/2010 12:00:00 AM,ALBANY,2.2583,2.1363,2.2240,2.2240,BOSTON,2.3107,2.1185,BOSTON,1.9929,2.2214,ALBANY,2.0350,2.0910,2.2295,SELKIRK,1.2235
06/20/2010 12:00:00 AM,ALBANY,2.3580,2.2788,2.3168,2.3168,BOSTON,2.3952,2.1911,BOSTON,2.0667,2.2929,ALBANY,2.1075,2.1635,2.3020,SELKIRK,1.2110
06/27/2010 12:00:00 AM,ALBANY,2.3280,2.2310,2.2575,2.2575,BOSTON,2.3685,2.1607,BOSTON,2.0000,2.2780,ALBANY,2.0703,2.1263,2.2648,SELKIRK,1.1660
07/04/2010 12:00:00 AM,ALBANY,2.2580,2.1503,2.1797,2.1797,BOSTON,1.1688,2.1369,BOSTON,2.0119,2.2387,ALBANY,2.0503,2.1063,2.2448,SELKIRK,1.1560
07/11/2010 12:00:00 AM,ALBANY,2.2280,2.1250,2.1793,2.1793,BOSTON,2.3054,2.1631,BOSTON,2.0405,2.2679,ALBANY,2.0130,2.0690,2.2075,SELKIRK,1.1185
07/18/2010 12:00:00 AM,ALBANY,2.2780,2.1783,2.2355,2.2355,BOSTON,2.3667,2.2185,BOSTON,2.0976,2.3202,ALBANY,2.0405,2.0965,2.2350,SELKIRK,1.1110
07/25/2010 12:00:00 AM,ALBANY,2.2280,2.1299,2.1948,2.1948,BOSTON,2.3286,2.1899,BOSTON,2.0643,2.3077,ALBANY,2.0455,2.1015,2.2400,SELKIRK,1.1460
08/01/2010 12:00:00 AM,ALBANY,2.2480,2.1370,2.2090,2.2090,BOSTON,2.3256,2.1762,BOSTON,2.0524,2.3006,ALBANY,2.0500,2.1060,2.2445,SELKIRK,1.2085
08/08/2010 12:00:00 AM,ALBANY,2.4480,2.3265,2.3918,2.3918,BOSTON,2.4869,2.3262,BOSTON,2.2000,2.4482,ALBANY,2.1338,2.1898,2.3283,SELKIRK,1.2535
08/15/2010 12:00:00 AM,ALBANY,2.3380,2.2058,2.2728,2.2728,BOSTON,2.3905,2.2536,BOSTON,2.1262,2.3863,ALBANY,2.0125,2.0685,2.2070,SELKIRK,1.2585
08/22/2010 12:00:00 AM,ALBANY,2.3080,2.1725,2.2340,2.2340,BOSTON,2.3649,2.2304,BOSTON,2.1095,2.3744,ALBANY,1.9763,2.0323,2.1708,SELKIRK,1.1860
08/29/2010 12:00:00 AM,ALBANY,2.2880,2.1349,2.1365,2.1365,BOSTON,2.3190,2.1714,BOSTON,2.0452,2.3167,ALBANY,1.9150,1.9710,2.1095,SELKIRK,1.1985
09/05/2010 12:00:00 AM,ALBANY,2.3180,2.2018,2.2047,2.2047,BOSTON,1.1640,2.2101,BOSTON,2.0810,1.1627,ALBANY,1.9725,2.0285,2.1670,SELKIRK,1.1985
09/12/2010 12:00:00 AM,ALBANY,2.3780,2.2384,2.2306,2.2306,BOSTON,2.3994,2.2345,BOSTON,2.1095,2.3881,ALBANY,2.0138,2.0698,2.2083,SELKIRK,1.2385
09/19/2010 12:00:00 AM,ALBANY,2.4430,2.2875,2.2833,2.2833,BOSTON,1.1953,2.2631,BOSTON,2.1429,1.1939,ALBANY,2.0488,2.1048,2.2433,SELKIRK,1.2810
09/26/2010 12:00:00 AM,ALBANY,2.3880,2.2690,2.2630,2.2630,BOSTON,2.4179,2.2439,BOSTON,2.1167,2.3863,ALBANY,2.0125,2.0685,2.2070,SELKIRK,0.0000
10/03/2010 12:00:00 AM,ALBANY,2.4980,2.3640,2.3520,2.3520,BOSTON,2.4673,2.2499,BOSTON,2.1167,2.3911,ALBANY,2.0763,2.1323,2.2708,SELKIRK,1.5200
10/10/2010 12:00:00 AM,ALBANY,2.5980,2.4718,2.4485,2.4485,BOSTON,0.0256,1.1451,BOSTON,2.1929,2.4631,ALBANY,2.2188,2.2748,2.4133,SELKIRK,1.5200
10/17/2010 12:00:00 AM,ALBANY,2.5980,2.4693,2.4693,2.4360,BOSTON,0.0254,2.2963,BOSTON,2.1619,2.4405,ALBANY,2.2725,2.3285,2.4670,SELKIRK,1.5200
10/24/2010 12:00:00 AM,ALBANY,2.5480,2.4165,2.3968,2.3968,BOSTON,2.5113,2.2826,BOSTON,2.1524,2.4315,ALBANY,2.2388,2.2948,2.4333,SELKIRK,1.5200
10/31/2010 12:00:00 AM,ALBANY,2.5380,2.4148,2.3803,2.3803,BOSTON,2.5131,2.3011,BOSTON,2.1595,2.4845,ALBANY,2.2378,2.2938,2.4323,SELKIRK,1.4700
11/07/2010 12:00:00 AM,ALBANY,2.5980,2.4940,2.4693,2.4693,BOSTON,2.5679,2.3410,BOSTON,2.2143,2.5304,ALBANY,2.2753,2.3313,2.4698,SELKIRK,1.4700
11/14/2010 12:00:00 AM,ALBANY,2.8980,2.6220,2.6141,2.6141,BOSTON,2.6625,2.4023,BOSTON,2.2810,2.5988,ALBANY,2.3653,2.4213,2.5598,SELKIRK,1.5500
11/21/2010 12:00:00 AM,ALBANY,2.6463,2.4353,2.4538,2.4538,BOSTON,2.4964,2.2576,BOSTON,2.1333,2.4875,ALBANY,2.3703,2.4263,2.5648,SELKIRK,1.5500
11/28/2010 12:00:00 AM,ALBANY,2.6488,2.4380,2.4554,2.4554,BOSTON,2.5054,2.2713,BOSTON,2.1524,2.4976,ALBANY,2.3528,2.4088,2.5473,SELKIRK,1.5500
12/05/2010 12:00:00 AM,ALBANY,2.7918,2.5813,2.5823,2.5823,BOSTON,2.6298,2.3820,BOSTON,2.2548,2.6155,ALBANY,2.4928,2.5488,2.6873,SELKIRK,1.6000
12/12/2010 12:00:00 AM,ALBANY,2.8995,2.6393,2.6365,2.6365,BOSTON,0.0264,1.1650,BOSTON,2.2476,0.0266,ALBANY,2.4653,2.5213,2.6598,SELKIRK,1.6000
12/19/2010 12:00:00 AM,ALBANY,2.9718,2.6703,2.6750,2.6340,BOSTON,2.6696,2.3838,BOSTON,2.2595,2.6815,ALBANY,2.4503,2.5063,2.6448,SELKIRK,1.6350
12/26/2010 12:00:00 AM,ALBANY,3.0595,2.7250,2.7263,2.7263,BOSTON,2.7000,2.4017,BOSTON,2.2714,2.7077,ALBANY,2.5315,2.5875,2.7260,SELKIRK,1.6900
01/02/2011 12:00:00 AM,ALBANY,3.0728,2.7298,2.7238,2.7238,BOSTON,2.6923,2.3886,BOSTON,2.2571,2.7006,ALBANY,2.5038,2.5598,2.6983,SELKIRK,1.6900
01/09/2011 12:00:00 AM,ALBANY,3.0608,2.7425,2.7462,2.7462,BOSTON,2.7119,2.4148,BOSTON,2.2857,2.7345,ALBANY,2.5500,2.6060,2.7445,SELKIRK,1.6900
01/16/2011 12:00:00 AM,ALBANY,3.1655,2.8213,2.8400,2.8400,BOSTON,2.7601,2.4213,BOSTON,2.2929,2.7869,ALBANY,2.5735,2.6295,2.7680,SELKIRK,1.6900
01/23/2011 12:00:00 AM,ALBANY,3.2130,2.8563,2.8765,2.8765,BOSTON,2.7690,2.3957,BOSTON,2.2714,2.7304,ALBANY,2.5935,2.6495,2.7880,SELKIRK,1.7900
01/30/2011 12:00:00 AM,ALBANY,3.2505,2.8818,2.9028,2.9028,BOSTON,2.7982,2.4320,BOSTON,2.3143,2.7929,ALBANY,2.5823,2.6383,2.7765,SELKIRK,1.7900
02/06/2011 12:00:00 AM,ALBANY,3.4880,2.9915,3.0083,3.0083,BOSTON,2.9179,2.5755,BOSTON,2.4619,2.9369,ALBANY,2.6115,2.6675,2.8060,SELKIRK,1.7900
02/13/2011 12:00:00 AM,ALBANY,3.4805,2.9710,3.0200,3.0200,BOSTON,2.9315,2.6219,BOSTON,2.4952,2.9524,ALBANY,2.6365,2.6925,2.8310,SELKIRK,1.5500
02/20/2011 12:00:00 AM,ALBANY,3.4755,2.9790,3.0313,3.0313,BOSTON,2.9833,2.6969,BOSTON,2.5619,3.0274,ALBANY,2.6485,2.7045,2.8430,SELKIRK,1.5700
02/27/2011 12:00:00 AM,ALBANY,3.6505,3.1185,3.2005,3.2005,BOSTON,3.1280,2.8594,BOSTON,2.7262,3.1946,ALBANY,2.8148,2.8708,3.0093,SELKIRK,1.5700
03/06/2011 12:00:00 AM,ALBANY,3.7380,3.2595,3.3378,3.3378,BOSTON,3.2446,2.9296,BOSTON,2.7833,3.2411,ALBANY,2.9585,3.0145,3.1530,SELKIRK,1.8300
03/13/2011 12:00:00 AM,ALBANY,3.8180,3.2728,3.3578,3.3578,BOSTON,3.2940,2.9957,BOSTON,2.8619,3.3036,ALBANY,2.9855,3.0418,3.1800,SELKIRK,1.5500
03/20/2011 12:00:00 AM,ALBANY,3.7830,3.2028,3.2928,3.2928,BOSTON,3.1988,2.9112,BOSTON,2.7762,3.2232,ALBANY,2.8655,2.9215,3.0600,SELKIRK,1.5300
03/27/2011 12:00:00 AM,ALBANY,3.9055,3.2595,3.3385,3.3385,BOSTON,3.2798,3.0082,BOSTON,2.8810,3.3304,ALBANY,2.9743,3.0303,3.1688,SELKIRK,1.6450
04/03/2011 12:00:00 AM,ALBANY,3.7905,3.2650,3.3130,3.3130,BOSTON,3.2536,2.9576,BOSTON,2.8238,3.2732,ALBANY,3.0430,3.0990,3.2375,SELKIRK,1.6450
04/10/2011 12:00:00 AM,ALBANY,3.9166,3.4548,3.4458,3.4458,BOSTON,3.5929,3.1201,BOSTON,2.9952,3.4357,ALBANY,3.1560,3.2120,3.3505,SELKIRK,1.5525
04/17/2011 12:00:00 AM,ALBANY,3.9155,3.4153,3.4633,3.4633,BOSTON,3.4196,3.1260,BOSTON,3.0167,3.4417,ALBANY,3.2185,3.2745,3.4130,SELKIRK,1.5825
04/24/2011 12:00:00 AM,ALBANY,3.9480,3.4348,3.4638,3.4638,BOSTON,3.4315,3.1254,BOSTON,2.9976,3.4232,ALBANY,3.2535,3.3095,3.4480,SELKIRK,1.5825
05/01/2011 12:00:00 AM,ALBANY,3.9605,3.4435,3.4673,3.4673,BOSTON,3.4310,3.1224,BOSTON,2.9976,3.3952,ALBANY,3.3473,3.4033,3.5418,SELKIRK,1.6525
05/08/2011 12:00:00 AM,ALBANY,3.8530,3.3388,3.3743,3.3743,BOSTON,3.3845,3.0843,BOSTON,2.9571,3.3542,ALBANY,3.3223,3.3783,3.5168,SELKIRK,1.7475
05/15/2011 12:00:00 AM,ALBANY,3.6680,3.1120,3.1580,3.1580,BOSTON,3.1435,2.8855,BOSTON,2.7500,3.1310,ALBANY,3.2473,3.3033,3.4418,SELKIRK,1.6725
05/22/2011 12:00:00 AM,ALBANY,3.6780,3.1060,3.1043,3.1043,BOSTON,3.1613,2.9105,BOSTON,2.7667,3.1470,ALBANY,3.0223,3.0783,3.2168,SELKIRK,1.6775
05/29/2011 12:00:00 AM,ALBANY,3.7630,3.1860,3.1918,3.1918,BOSTON,3.2250,2.9629,BOSTON,2.8333,3.2280,ALBANY,2.9973,3.0533,3.1918,SELKIRK,1.6250
06/05/2011 12:00:00 AM,ALBANY,3.7480,3.2070,3.2148,3.2148,BOSTON,3.2696,3.0212,BOSTON,2.9024,3.2875,ALBANY,3.0035,3.0595,3.1978,SELKIRK,1.6450
06/12/2011 12:00:00 AM,ALBANY,3.8030,3.2855,3.2958,3.2958,BOSTON,3.3702,3.1450,BOSTON,3.0190,3.3845,ALBANY,2.9585,3.0145,3.1530,SELKIRK,1.6625
06/19/2011 12:00:00 AM,ALBANY,3.7230,3.1960,3.1895,3.1895,BOSTON,3.2821,3.0611,BOSTON,2.9167,3.3155,ALBANY,2.9123,2.9683,3.1068,SELKIRK,1.6850
06/26/2011 12:00:00 AM,ALBANY,3.6930,3.1895,3.1560,3.1560,BOSTON,3.2661,3.0617,BOSTON,2.9381,3.3119,ALBANY,2.8998,2.9558,3.0943,SELKIRK,1.6750
07/03/2011 12:00:00 AM,ALBANY,3.6205,3.1640,3.1293,3.1293,BOSTON,3.2542,3.0581,BOSTON,2.9429,3.2976,ALBANY,2.9223,2.9783,3.1168,SELKIRK,1.6275
07/10/2011 12:00:00 AM,ALBANY,3.6605,3.2035,3.1753,3.1753,BOSTON,3.2821,3.0801,BOSTON,2.9333,3.2964,ALBANY,2.9673,3.0283,3.1668,SELKIRK,1.6325
07/17/2011 12:00:00 AM,ALBANY,3.8180,3.3380,3.3085,3.3085,BOSTON,3.3887,3.1599,BOSTON,3.0214,3.4411,ALBANY,3.0960,3.1570,3.2955,SELKIRK,1.6700
07/24/2011 12:00:00 AM,ALBANY,3.8430,3.3573,3.3243,3.3243,BOSTON,3.3810,3.1260,BOSTON,2.9857,3.4339,ALBANY,3.0960,3.1570,3.2193,SELKIRK,1.6395
07/31/2011 12:00:00 AM,ALBANY,3.8430,3.3240,3.2788,3.2788,BOSTON,3.3452,3.0914,BOSTON,2.9524,3.4089,ALBANY,3.1098,3.1708,3.3093,SELKIRK,1.6750
08/07/2011 12:00:00 AM,ALBANY,3.7905,3.2563,3.2050,3.2050,BOSTON,3.2744,2.9789,BOSTON,2.8405,3.3202,ALBANY,2.9748,3.0358,3.1743,SELKIRK,1.7300
08/14/2011 12:00:00 AM,ALBANY,3.6555,3.1063,3.0333,3.0333,BOSTON,3.1018,2.8242,BOSTON,2.6857,3.0798,ALBANY,3.3385,2.8995,3.0380,SELKIRK,1.6650
08/21/2011 12:00:00 AM,ALBANY,3.7655,3.2080,3.1323,3.1323,BOSTON,3.2048,2.9349,BOSTON,2.8000,3.1952,ALBANY,2.9310,2.9920,3.1305,SELKIRK,1.7050
08/28/2011 12:00:00 AM,ALBANY,3.7655,3.1980,3.1180,3.1180,BOSTON,3.2060,2.9444,BOSTON,2.8071,3.2036,ALBANY,2.9135,2.9745,3.1130,SELKIRK,1.6975
09/04/2011 12:00:00 AM,ALBANY,3.8705,3.3088,3.2385,3.2385,BOSTON,3.3000,3.0140,BOSTON,2.8690,3.2690,ALBANY,3.0610,3.1220,3.2605,SELKIRK,1.7055
09/11/2011 12:00:00 AM,ALBANY,3.8530,3.3058,3.2365,3.2365,BOSTON,3.2821,2.9950,BOSTON,2.8548,3.2589,ALBANY,3.0735,3.1345,3.2730,SELKIRK,1.7055
09/18/2011 12:00:00 AM,ALBANY,3.7130,3.1828,3.0960,3.0960,BOSTON,3.1869,2.9295,BOSTON,2.7952,3.1875,ALBANY,2.8785,2.9395,3.0780,SELKIRK,1.7055
09/25/2011 12:00:00 AM,ALBANY,3.7030,3.1680,3.0910,3.0910,BOSTON,3.2042,2.9611,BOSTON,2.8167,3.2220,ALBANY,2.7735,2.8345,2.9730,SELKIRK,0.0000
10/02/2011 12:00:00 AM,ALBANY,3.6330,3.0660,3.0028,3.0028,BOSTON,3.1220,2.9045,BOSTON,2.7571,3.1643,ALBANY,2.7335,2.7945,2.9330,SELKIRK,1.7050
10/09/2011 12:00:00 AM,ALBANY,3.6530,3.0393,2.9855,2.9855,BOSTON,3.0720,2.8521,BOSTON,2.7214,3.1411,ALBANY,2.7298,2.7908,2.9293,SELKIRK,1.7050
10/16/2011 12:00:00 AM,ALBANY,3.7980,3.1768,3.0973,3.0973,BOSTON,3.2286,3.0135,BOSTON,2.8714,3.2964,ALBANY,2.8973,2.9583,3.0968,SELKIRK,1.6075
10/23/2011 12:00:00 AM,ALBANY,3.8680,3.2285,3.1528,3.1528,BOSTON,3.2048,2.9230,BOSTON,2.7738,3.2542,ALBANY,2.8110,2.8720,3.0110,SELKIRK,1.6775
10/30/2011 12:00:00 AM,ALBANY,3.8880,3.2655,3.1763,3.1763,BOSTON,3.2280,2.9289,BOSTON,2.7976,3.2970,ALBANY,2.7855,2.8465,2.9850,SELKIRK,1.6575
11/06/2011 12:00:00 AM,ALBANY,3.8305,3.2628,3.1180,3.1180,BOSTON,3.2321,2.9545,BOSTON,2.8190,3.3149,ALBANY,2.7975,2.8585,2.9970,SELKIRK,1.6375
11/13/2011 12:00:00 AM,ALBANY,3.8830,3.3640,3.2825,3.2825,BOSTON,3.3310,3.0545,BOSTON,2.9238,3.3994,ALBANY,2.8325,2.8935,3.0320,SELKIRK,1.6150
11/20/2011 12:00:00 AM,ALBANY,3.8955,3.3953,3.2968,3.2968,BOSTON,3.3304,3.0236,BOSTON,2.8738,3.3208,ALBANY,2.7675,2.8285,2.9670,SELKIRK,1.6375
11/27/2011 12:00:00 AM,ALBANY,3.7755,3.2878,3.1888,3.1888,BOSTON,3.2161,2.8896,BOSTON,2.7786,3.2036,ALBANY,2.7063,2.7673,2.9058,SELKIRK,1.6175
12/04/2011 12:00:00 AM,ALBANY,3.7680,3.2818,3.1843,3.1843,BOSTON,3.2548,2.9867,BOSTON,2.8476,3.2673,ALBANY,2.6950,2.7560,2.8945,SELKIRK,1.6300
12/11/2011 12:00:00 AM,ALBANY,3.7330,3.2465,3.1450,3.1450,BOSTON,3.2256,2.9605,BOSTON,2.8310,3.2190,ALBANY,2.7100,2.7710,2.9095,SELKIRK,1.6125
12/18/2011 12:00:00 AM,ALBANY,3.6130,3.1005,3.0048,3.0048,BOSTON,3.0869,2.8456,BOSTON,2.7024,3.1089,ALBANY,2.6238,2.6848,2.8233,SELKIRK,1.5900
12/25/2011 12:00:00 AM,ALBANY,3.6805,3.1683,3.0938,3.0938,BOSTON,3.1643,2.9295,BOSTON,2.7929,3.1887,ALBANY,2.7090,2.7700,2.9085,SELKIRK,1.5000
01/01/2012 12:00:00 AM,ALBANY,3.6555,3.1658,3.0950,3.0950,BOSTON,3.1560,2.9027,BOSTON,2.7690,3.1619,ALBANY,2.7290,2.7900,2.9285,SELKIRK,1.5500
01/08/2012 12:00:00 AM,ALBANY,3.8755,3.3740,3.2910,3.2910,BOSTON,3.3405,3.0724,BOSTON,2.9357,3.3256,ALBANY,2.8315,2.8925,3.0310,SELKIRK,1.5600
01/15/2012 12:00:00 AM,ALBANY,3.9155,3.3640,3.2640,3.2640,BOSTON,3.3190,3.0593,BOSTON,2.9214,3.3435,ALBANY,2.8355,2.8940,3.0325,SELKIRK,1.4650
01/22/2012 12:00:00 AM,ALBANY,3.9305,3.3110,3.2143,3.2143,BOSTON,3.2821,3.0337,BOSTON,2.9000,3.3351,ALBANY,2.8730,2.9340,3.0725,SELKIRK,1.4350
01/29/2012 12:00:00 AM,ALBANY,3.9205,3.3218,3.2163,3.2163,BOSTON,3.2940,3.0480,BOSTON,2.9167,3.3393,ALBANY,2.8835,2.9445,3.0830,SELKIRK,1.4575
02/05/2012 12:00:00 AM,ALBANY,3.9005,3.3620,3.2425,3.2425,BOSTON,3.3375,3.0902,BOSTON,2.9714,3.3440,ALBANY,2.9365,2.9975,3.1360,SELKIRK,1.4600
02/12/2012 12:00:00 AM,ALBANY,3.9755,3.4943,3.3765,3.3315,BOSTON,3.4613,3.2129,BOSTON,3.0857,3.4417,ALBANY,3.0108,3.0718,3.2103,SELKIRK,1.4150
02/19/2012 12:00:00 AM,ALBANY,3.9105,3.4880,3.3840,3.3840,BOSTON,3.4726,3.2390,BOSTON,3.1024,3.4720,ALBANY,3.0283,3.0893,3.2278,SELKIRK,1.3800
02/26/2012 12:00:00 AM,ALBANY,3.9580,3.5673,3.4730,3.4730,BOSTON,3.5500,3.3176,BOSTON,3.1881,3.5565,ALBANY,3.1133,3.1743,3.3128,SELKIRK,1.3400
03/04/2012 12:00:00 AM,ALBANY,3.8680,3.5085,3.4228,3.4228,BOSTON,3.4964,3.2765,BOSTON,3.1357,3.5173,ALBANY,3.1108,3.1718,3.3103,SELKIRK,1.4000
03/11/2012 12:00:00 AM,ALBANY,3.8830,3.5073,3.4470,3.4470,BOSTON,3.5595,3.3861,BOSTON,3.2833,3.6375,ALBANY,3.0970,3.1580,3.2965,SELKIRK,1.3825
03/18/2012 12:00:00 AM,ALBANY,3.9055,3.5435,3.4933,3.4933,BOSTON,3.5929,3.4093,BOSTON,3.2738,3.6554,ALBANY,3.1770,3.2380,3.3765,SELKIRK,1.4625
03/25/2012 12:00:00 AM,ALBANY,3.8555,3.4918,3.4635,3.4635,BOSTON,3.5726,3.4069,BOSTON,3.2690,3.6423,ALBANY,3.2245,3.2855,3.4240,SELKIRK,1.4300
04/01/2012 12:00:00 AM,ALBANY,3.8455,3.4840,3.4600,3.4600,BOSTON,3.5613,3.4004,BOSTON,3.2619,3.6262,ALBANY,3.2408,3.3018,3.4403,SELKIRK,1.4425
04/08/2012 12:00:00 AM,ALBANY,3.8505,3.4505,3.4063,3.4063,BOSTON,3.5756,3.4557,BOSTON,3.3190,3.6464,ALBANY,3.2983,3.3593,3.3978,SELKIRK,1.3750
04/15/2012 12:00:00 AM,ALBANY,3.7955,3.3848,3.3598,3.3598,BOSTON,3.5405,3.4438,BOSTON,3.3071,3.6185,ALBANY,3.2658,3.3268,3.4653,SELKIRK,1.3425
04/22/2012 12:00:00 AM,ALBANY,3.8055,3.3948,3.3595,3.3595,BOSTON,3.4994,3.3587,BOSTON,3.2143,3.5012,ALBANY,3.1895,3.2505,3.3890,SELKIRK,1.3700
04/29/2012 12:00:00 AM,ALBANY,3.8255,3.4320,3.3933,3.3933,BOSTON,3.5083,3.3402,BOSTON,3.1238,3.4881,ALBANY,3.1158,3.1768,3.3153,SELKIRK,1.3300
05/06/2012 12:00:00 AM,ALBANY,3.8105,3.4195,3.3735,3.3735,BOSTON,3.5006,3.3385,BOSTON,3.1262,3.4976,ALBANY,3.0745,3.1355,3.2740,SELKIRK,1.3100
05/13/2012 12:00:00 AM,ALBANY,3.6755,3.2718,3.2178,3.2178,BOSTON,3.4318,3.1385,BOSTON,2.9167,3.3030,ALBANY,3.0208,3.0818,3.2203,SELKIRK,1.1375
05/20/2012 12:00:00 AM,ALBANY,3.5880,3.1730,3.1318,3.1318,BOSTON,3.3479,3.0515,BOSTON,2.8500,3.2286,ALBANY,2.9558,3.0168,3.1553,SELKIRK,1.1375
05/27/2012 12:00:00 AM,ALBANY,3.5080,3.1000,2.9391,2.9391,BOSTON,3.2979,3.0236,BOSTON,2.8119,3.2125,ALBANY,2.8833,2.9443,3.0828,SELKIRK,1.0800
06/03/2012 12:00:00 AM,ALBANY,3.4380,3.0225,2.9698,2.9698,BOSTON,3.2365,2.9825,BOSTON,2.7833,3.1536,ALBANY,2.8258,2.8868,3.0253,SELKIRK,0.9800
06/10/2012 12:00:00 AM,ALBANY,3.3255,2.8405,2.8845,2.8380,BOSTON,3.1550,2.8652,BOSTON,2.6381,3.0625,ALBANY,2.7395,2.8005,2.9640,SELKIRK,0.8700
06/17/2012 12:00:00 AM,ALBANY,3.2905,2.7905,2.8493,2.8493,BOSTON,3.0961,2.7730,BOSTON,2.5667,3.0012,ALBANY,2.6955,2.7480,2.9005,SELKIRK,0.8825
06/24/2012 12:00:00 AM,ALBANY,3.2655,2.7655,2.8388,2.8388,BOSTON,2.9232,2.7182,BOSTON,2.5048,2.9536,ALBANY,2.6255,2.6780,2.8305,SELKIRK,0.9250
07/01/2012 12:00:00 AM,ALBANY,3.2505,2.8835,2.8485,2.8485,BOSTON,2.9220,2.7164,BOSTON,2.5190,2.9685,ALBANY,2.5830,2.6355,2.7880,SELKIRK,0.9225
07/08/2012 12:00:00 AM,ALBANY,3.4505,3.1110,3.0453,3.0453,BOSTON,3.0792,2.8444,BOSTON,2.6024,3.0958,ALBANY,2.7080,2.7605,2.9130,SELKIRK,0.9375
07/15/2012 12:00:00 AM,ALBANY,3.4905,3.1035,3.0478,3.0478,BOSTON,3.0899,2.8861,BOSTON,2.6857,3.1006,ALBANY,2.7580,2.8105,2.9630,SELKIRK,0.9625
