Week of,Rack 1,#1 Kerosene,#2 Fuel,#2 Diesel,ULS Deisel,Rack 2,#4 Fuel,#6 Fuel (1%),Rack 3,#6 Fuel (.5%),#6 Fuel (2%),Rack 4,Unleaded,Midgrade,Premium,Rack 5,LP Gas
07/22/2012 12:00:00 AM,ALBANY,3.5805,3.1635,3.1123,3.1123,BOSTON,3.2113,3.0093,BOSTON,2.7952,3.1970,ALBANY,2.8530,2.9055,3.0580,SELKIRK,1.0300
07/29/2012 12:00:00 AM,ALBANY,3.5505,3.1135,3.0548,3.0548,BOSTON,3.1708,2.9682,BOSTON,2.7667,3.1649,ALBANY,2.7830,2.8355,2.9905,SELKIRK,1.0400
08/05/2012 12:00:00 AM,ALBANY,3.6105,3.0015,3.0888,3.0888,BOSTON,3.1982,3.0170,BOSTON,2.8190,3.1976,ALBANY,2.9140,2.9665,3.1190,SELKIRK,1.0150
08/12/2012 12:00:00 AM,ALBANY,3.7755,3.3370,3.2918,3.2918,BOSTON,3.3685,3.1748,BOSTON,2.9619,3.3476,ALBANY,3.0340,3.0865,3.2390,SELKIRK,1.0300
08/19/2012 12:00:00 AM,ALBANY,3.7655,3.3945,3.3428,3.3428,BOSTON,3.4065,3.2140,BOSTON,3.0048,3.4042,ALBANY,3.0515,3.1040,3.2565,SELKIRK,1.0875
08/26/2012 12:00:00 AM,ALBANY,3.8055,3.4545,3.3983,3.3983,BOSTON,3.4435,3.2438,BOSTON,3.0381,3.4006,ALBANY,3.0740,3.1265,3.2790,SELKIRK,1.0475
09/02/2012 12:00:00 AM,ALBANY,3.8355,3.4455,3.3885,3.3885,BOSTON,3.4065,3.1742,BOSTON,2.9643,3.3381,ALBANY,3.1240,3.1765,3.3290,SELKIRK,0.9225
09/09/2012 12:00:00 AM,ALBANY,3.8055,3.4155,3.3790,3.3790,BOSTON,3.4065,3.1777,BOSTON,2.9714,3.3506,ALBANY,3.0740,3.1265,3.2790,SELKIRK,1.0300
09/16/2012 12:00:00 AM,ALBANY,3.8755,3.4980,3.4408,3.4408,BOSTON,3.4738,3.2170,BOSTON,3.0024,3.3887,ALBANY,3.1740,3.2265,3.3790,SELKIRK,1.0650
09/23/2012 12:00:00 AM,ALBANY,3.7155,3.3205,3.2553,3.2553,BOSTON,3.2988,3.0289,BOSTON,2.8048,3.2202,ALBANY,3.0290,3.0815,3.2340,SELKIRK,1.0150
09/30/2012 12:00:00 AM,ALBANY,3.7905,3.4180,3.3250,3.3250,BOSTON,3.3298,3.0230,BOSTON,2.8167,3.2161,ALBANY,3.1840,3.2615,3.4590,SELKIRK,1.0025
10/07/2012 12:00:00 AM,ALBANY,3.7305,3.4105,3.3290,3.3290,BOSTON,3.2994,2.9742,BOSTON,2.7548,3.1571,ALBANY,3.1090,3.1865,3.3840,SELKIRK,1.0675
10/14/2012 12:00:00 AM,ALBANY,3.9005,3.3442,3.4628,3.4628,BOSTON,3.3792,3.0283,BOSTON,2.8214,3.2101,ALBANY,3.1840,3.2615,3.4590,SELKIRK,1.1000
10/21/2012 12:00:00 AM,ALBANY,3.9505,3.2888,3.4308,3.4308,BOSTON,3.3524,2.9980,BOSTON,2.7905,3.1833,ALBANY,2.9490,3.0265,3.2240,SELKIRK,1.0800
10/28/2012 12:00:00 AM,ALBANY,3.8505,3.1409,3.2638,3.2638,BOSTON,3.2643,2.9795,BOSTON,2.7833,3.1577,ALBANY,2.7515,2.8290,3.0265,SELKIRK,1.1175
11/04/2012 12:00:00 AM,ALBANY,3.8855,3.1854,3.3503,3.3503,BOSTON,3.2762,2.9581,BOSTON,2.7548,3.1315,ALBANY,2.8865,2.9640,3.1615,SELKIRK,1.1175
11/11/2012 12:00:00 AM,ALBANY,3.9255,3.0944,3.3213,3.3213,BOSTON,3.2012,2.9057,BOSTON,2.7095,3.0780,ALBANY,2.8315,2.9090,3.1065,SELKIRK,1.1450
11/18/2012 12:00:00 AM,ALBANY,3.9755,3.1363,3.3690,3.3690,BOSTON,3.2137,2.9224,BOSTON,2.7190,3.0976,ALBANY,2.9375,3.0150,3.2125,SELKIRK,1.1250
11/25/2012 12:00:00 AM,ALBANY,4.0555,3.1823,3.4445,3.4445,BOSTON,3.2226,2.9206,BOSTON,2.7214,3.0958,ALBANY,2.8675,2.9450,3.1425,SELKIRK,1.1725
12/02/2012 12:00:00 AM,ALBANY,4.0555,3.1690,3.3870,3.3870,BOSTON,3.2101,2.8837,BOSTON,2.6929,3.0542,ALBANY,2.8700,2.9475,3.1450,SELKIRK,1.1325
12/09/2012 12:00:00 AM,ALBANY,4.0055,3.1287,3.2908,3.2908,BOSTON,3.2060,2.8896,BOSTON,2.6810,3.0613,ALBANY,2.8375,2.9150,3.1125,SELKIRK,1.1100
12/16/2012 12:00:00 AM,ALBANY,4.0255,3.0801,3.2698,3.2698,BOSTON,3.1726,2.8533,BOSTON,2.6524,3.0625,ALBANY,2.7850,2.8625,3.0600,SELKIRK,1.0150
12/23/2012 12:00:00 AM,ALBANY,4.0355,3.1445,3.2830,3.2830,BOSTON,3.2280,2.8986,BOSTON,2.6952,3.1089,ALBANY,2.8300,2.9075,3.1050,SELKIRK,1.0475
12/30/2012 12:00:00 AM,ALBANY,4.0855,3.1747,3.3313,3.3313,BOSTON,3.2470,2.9093,BOSTON,2.7048,3.1220,ALBANY,2.9000,2.9775,3.1750,SELKIRK,1.1400
01/06/2013 12:00:00 AM,ALBANY,3.7678,3.1668,3.2132,3.2132,BOSTON,3.3476,3.0190,BOSTON,2.7571,3.1690,ALBANY,2.9043,3.0466,3.2189,SELKIRK,1.1850
01/13/2013 12:00:00 AM,ALBANY,3.7678,3.2036,3.2390,3.2390,BOSTON,3.4071,3.1071,BOSTON,2.8452,3.3095,ALBANY,2.8790,3.0229,3.1838,SELKIRK,1.1280
01/20/2013 12:00:00 AM,ALBANY,3.6728,3.1509,3.1824,3.1824,BOSTON,3.3429,3.0524,BOSTON,2.7905,3.2470,ALBANY,2.8297,2.9863,3.1411,SELKIRK,1.0889
01/27/2013 12:00:00 AM,ALBANY,3.7793,3.2306,3.2620,3.2620,BOSTON,3.4095,3.1071,BOSTON,2.8452,3.3113,ALBANY,2.9153,3.0594,3.2210,SELKIRK,1.1492
02/03/2013 12:00:00 AM,ALBANY,3.8603,3.2677,3.3112,3.3112,BOSTON,3.4500,3.1452,BOSTON,2.8833,3.4315,ALBANY,3.0893,3.2340,3.4059,SELKIRK,1.1481
02/10/2013 12:00:00 AM,ALBANY,3.9453,3.3372,3.3830,3.3830,BOSTON,3.5905,3.2881,BOSTON,3.0262,3.5911,ALBANY,3.1042,3.2461,3.4064,SELKIRK,1.1745
02/17/2013 12:00:00 AM,ALBANY,4.0228,3.3769,3.4563,3.4563,BOSTON,3.6048,3.2833,BOSTON,3.0214,3.6637,ALBANY,3.0982,3.2410,3.4014,SELKIRK,1.1781
02/24/2013 12:00:00 AM,ALBANY,3.8369,3.3148,3.4043,3.4043,BOSTON,3.5286,3.2024,BOSTON,2.9405,3.5655,ALBANY,3.1343,3.2793,3.4368,SELKIRK,1.1938
03/03/2013 12:00:00 AM,ALBANY,3.6483,3.1434,3.2405,3.2405,BOSTON,3.4024,3.1214,BOSTON,2.8595,3.3786,ALBANY,2.9925,3.1353,3.2948,SELKIRK,1.1782
03/10/2013 12:00:00 AM,ALBANY,3.6023,3.1616,3.2327,3.2327,BOSTON,3.3833,3.0619,BOSTON,2.8000,3.2881,ALBANY,2.9983,3.1421,3.3059,SELKIRK,1.1513
03/17/2013 12:00:00 AM,ALBANY,3.5326,3.0807,3.1530,3.1530,BOSTON,3.3286,3.0000,BOSTON,2.7381,3.1577,ALBANY,3.0215,3.1625,3.3245,SELKIRK,1.1660
03/24/2013 12:00:00 AM,ALBANY,3.4880,3.0232,3.1280,3.1280,BOSTON,3.3143,3.0333,BOSTON,2.7714,3.1429,ALBANY,3.0278,3.1766,3.3501,SELKIRK,1.2109
03/31/2013 12:00:00 AM,ALBANY,3.5031,3.0355,3.1653,3.1653,BOSTON,3.3167,3.0310,BOSTON,2.7690,3.1417,ALBANY,2.9838,3.0964,3.2765,SELKIRK,1.2510
04/07/2013 12:00:00 AM,ALBANY,3.4429,3.0185,3.1145,3.1145,BOSTON,3.2786,3.0262,BOSTON,2.7643,3.1387,ALBANY,2.7905,2.9174,3.0942,SELKIRK,1.2060
04/14/2013 12:00:00 AM,ALBANY,3.3622,2.9322,3.0765,3.0765,BOSTON,3.2667,3.0286,BOSTON,2.7667,3.1583,ALBANY,2.7913,2.9350,3.0959,SELKIRK,1.2209
04/21/2013 12:00:00 AM,ALBANY,3.1285,2.7310,2.8523,2.8523,BOSTON,3.0857,2.8976,BOSTON,2.6357,3.0363,ALBANY,2.7423,2.8741,3.0434,SELKIRK,1.2279
04/28/2013 12:00:00 AM,ALBANY,3.2027,2.8279,2.9497,2.9497,BOSTON,3.1667,2.9571,BOSTON,2.6952,3.0929,ALBANY,2.7463,2.8976,3.0605,SELKIRK,1.2158
05/05/2013 12:00:00 AM,ALBANY,3.1619,2.7732,2.9103,2.9103,BOSTON,3.1095,2.9143,BOSTON,2.6524,3.0101,ALBANY,2.7435,2.9009,3.0382,SELKIRK,1.2259
05/12/2013 12:00:00 AM,ALBANY,3.2960,2.8819,3.0161,3.0161,BOSTON,3.2143,2.9976,BOSTON,2.7357,3.1393,ALBANY,2.8328,2.9959,3.1500,SELKIRK,1.2005
05/19/2013 12:00:00 AM,ALBANY,3.2624,2.8291,2.9600,2.9600,BOSTON,3.1810,2.9714,BOSTON,2.7095,3.1125,ALBANY,2.8394,2.9994,3.1509,SELKIRK,1.1753
05/26/2013 12:00:00 AM,ALBANY,3.2546,2.8183,2.9787,2.9787,BOSTON,3.2071,2.9714,BOSTON,2.7095,3.0917,ALBANY,2.8088,2.9601,3.1185,SELKIRK,1.1858
06/02/2013 12:00:00 AM,ALBANY,3.2714,2.8063,2.9475,2.9475,BOSTON,3.1762,2.9631,BOSTON,2.6976,3.0935,ALBANY,2.7838,2.9359,3.0884,SELKIRK,1.1669
06/09/2013 12:00:00 AM,ALBANY,3.3140,2.7927,2.9437,2.9437,BOSTON,3.1857,2.9857,BOSTON,2.7238,3.1054,ALBANY,2.8048,2.9594,3.1192,SELKIRK,1.1448
06/16/2013 12:00:00 AM,ALBANY,3.3381,2.8601,2.9718,2.9718,BOSTON,3.2214,2.9810,BOSTON,2.7190,3.0762,ALBANY,2.7925,2.9374,3.1015,SELKIRK,1.1200
06/23/2013 12:00:00 AM,ALBANY,3.3891,2.9293,3.0419,3.0419,BOSTON,3.2690,2.9976,BOSTON,2.7357,3.0958,ALBANY,2.8406,2.9879,3.1471,SELKIRK,1.0642
06/30/2013 12:00:00 AM,ALBANY,3.2804,2.8230,2.9285,2.9285,BOSTON,3.1548,2.8952,BOSTON,2.6333,2.9893,ALBANY,2.7030,2.8479,3.0125,SELKIRK,1.0821
07/07/2013 12:00:00 AM,ALBANY,3.3131,2.9364,2.9811,2.9811,BOSTON,3.1786,2.9000,BOSTON,2.6381,3.0208,ALBANY,2.7405,2.8926,3.0548,SELKIRK,1.0877
07/14/2013 12:00:00 AM,ALBANY,3.4146,2.9550,3.0763,3.0763,BOSTON,3.2500,2.9405,BOSTON,2.6786,3.0601,ALBANY,2.9092,3.0604,3.2257,SELKIRK,1.1265
07/21/2013 12:00:00 AM,ALBANY,3.4755,3.0226,3.1360,3.1360,BOSTON,3.2929,2.9571,BOSTON,2.6952,3.0815,ALBANY,2.9788,3.1157,3.2840,SELKIRK,1.1614
07/28/2013 12:00:00 AM,ALBANY,3.5613,2.9763,3.1005,3.1005,BOSTON,3.2667,2.9548,BOSTON,2.6929,3.0667,ALBANY,2.8898,3.0397,3.2038,SELKIRK,1.1719
08/04/2013 12:00:00 AM,ALBANY,3.4325,3.0981,3.1130,3.1130,BOSTON,3.2857,2.9905,BOSTON,2.7286,3.0893,ALBANY,2.8770,3.0305,3.1903,SELKIRK,1.1163
08/11/2013 12:00:00 AM,ALBANY,3.3171,3.0101,3.0338,3.0338,BOSTON,3.2238,2.9333,BOSTON,2.6714,3.0821,ALBANY,2.7775,2.9172,3.0941,SELKIRK,1.1192
08/18/2013 12:00:00 AM,ALBANY,3.4295,3.0971,3.1097,3.1097,BOSTON,3.0024,2.6976,BOSTON,2.4357,2.9982,ALBANY,2.8622,3.0115,3.1757,SELKIRK,1.2520
08/25/2013 12:00:00 AM,ALBANY,3.4686,3.1211,3.1391,3.1391,BOSTON,3.0214,2.7167,BOSTON,2.5024,3.0214,ALBANY,2.8563,3.0056,3.1668,SELKIRK,1.3123
09/01/2013 12:00:00 AM,ALBANY,3.7328,3.2565,3.2668,3.2668,BOSTON,3.1238,2.7929,BOSTON,2.5786,3.0827,ALBANY,2.9813,3.1210,3.2934,SELKIRK,1.3580
09/08/2013 12:00:00 AM,ALBANY,3.5564,3.1913,3.2188,3.2188,BOSTON,3.0833,2.7476,BOSTON,2.5333,3.0500,ALBANY,2.9350,3.0723,3.2415,SELKIRK,1.4072
09/15/2013 12:00:00 AM,ALBANY,3.4871,3.1686,3.1963,3.1963,BOSTON,3.0619,2.7119,BOSTON,2.4738,3.0179,ALBANY,2.8200,2.9710,3.1415,SELKIRK,1.3286
09/22/2013 12:00:00 AM,ALBANY,3.4489,3.0908,3.1188,3.1188,BOSTON,3.0286,2.7214,BOSTON,2.4833,3.0268,ALBANY,2.7425,2.9053,3.0624,SELKIRK,1.3518
09/29/2013 12:00:00 AM,ALBANY,3.3861,3.0266,3.0488,3.0488,BOSTON,2.9738,2.6810,BOSTON,2.4429,2.9857,ALBANY,2.6809,2.8472,2.9988,SELKIRK,1.2885
10/06/2013 12:00:00 AM,ALBANY,3.3628,3.0135,3.0390,3.0390,BOSTON,2.9786,2.7190,BOSTON,2.4810,3.0095,ALBANY,2.6345,2.7898,2.9453,SELKIRK,1.2990
10/13/2013 12:00:00 AM,ALBANY,3.4359,3.0810,3.0964,3.0964,BOSTON,2.9310,2.5833,BOSTON,2.3452,2.8893,ALBANY,2.6454,2.8123,2.9642,SELKIRK,1.3499
10/20/2013 12:00:00 AM,ALBANY,3.4217,3.0993,3.1233,3.1233,BOSTON,2.9333,2.5619,BOSTON,2.3238,2.9804,ALBANY,2.6960,2.8550,3.0177,SELKIRK,1.4048
10/27/2013 12:00:00 AM,ALBANY,3.3137,2.9985,3.0066,3.0066,BOSTON,2.9810,2.6548,BOSTON,2.4167,3.0464,ALBANY,2.5890,2.7425,2.9068,SELKIRK,1.4187
11/03/2013 12:00:00 AM,ALBANY,3.3667,3.0673,3.0735,3.0735,BOSTON,3.0690,2.7214,BOSTON,2.4833,3.0619,ALBANY,2.6650,2.8080,2.9756,SELKIRK,1.4601
11/10/2013 12:00:00 AM,ALBANY,3.2732,2.9610,2.9752,2.9752,BOSTON,3.0000,2.6714,BOSTON,2.4333,3.0905,ALBANY,2.6025,2.7548,2.9176,SELKIRK,1.5134
11/17/2013 12:00:00 AM,ALBANY,3.3119,2.9914,3.0128,3.0128,BOSTON,3.0524,2.7405,BOSTON,2.5024,3.2119,ALBANY,2.6690,2.8185,2.9806,SELKIRK,1.5479
11/24/2013 12:00:00 AM,ALBANY,3.3737,3.0567,3.0597,3.0597,BOSTON,3.4881,2.7667,BOSTON,2.5286,3.2256,ALBANY,2.6872,2.8616,3.0081,SELKIRK,1.5911
12/01/2013 12:00:00 AM,ALBANY,3.4800,3.1482,3.1495,3.1495,BOSTON,3.2238,2.8000,BOSTON,2.5619,3.1887,ALBANY,2.7320,2.8808,3.0368,SELKIRK,1.6522
12/08/2013 12:00:00 AM,ALBANY,3.5011,3.1673,3.1728,3.1728,BOSTON,3.2619,2.8548,BOSTON,2.6167,3.2577,ALBANY,2.7531,2.9216,3.0766,SELKIRK,1.7326
12/15/2013 12:00:00 AM,ALBANY,3.5132,3.1293,3.1416,3.1416,BOSTON,3.2548,2.8238,BOSTON,2.5857,3.2256,ALBANY,2.7447,2.9078,3.0611,SELKIRK,1.8622
12/22/2013 12:00:00 AM,ALBANY,3.5192,3.1322,3.1420,3.1420,BOSTON,3.2738,2.8667,BOSTON,2.6286,3.2565,ALBANY,2.7417,2.9168,3.0541,SELKIRK,1.8810
12/29/2013 12:00:00 AM,ALBANY,3.5908,3.2090,3.2211,3.2211,BOSTON,3.3238,2.8048,BOSTON,2.5667,3.2821,ALBANY,2.8383,3.0003,3.1623,SELKIRK,1.8714
01/05/2014 12:00:00 AM,ALBANY,3.5416,3.2113,3.2251,3.2251,BOSTON,3.3167,2.7571,BOSTON,2.5190,3.2827,ALBANY,2.8335,2.9976,3.1536,SELKIRK,1.9102
01/12/2014 12:00:00 AM,ALBANY,3.4868,3.1080,3.1264,3.1264,BOSTON,3.2476,2.6286,BOSTON,2.3905,3.2476,ALBANY,2.7338,2.9019,3.0537,SELKIRK,1.9268
01/19/2014 12:00:00 AM,ALBANY,3.5510,3.1671,3.1761,3.1761,BOSTON,3.2690,2.6381,BOSTON,2.4000,3.2673,ALBANY,2.7063,2.8667,3.0216,SELKIRK,2.0706
01/26/2014 12:00:00 AM,ALBANY,3.6518,3.2899,3.3110,3.3110,BOSTON,3.3190,2.6762,BOSTON,2.4381,3.2190,ALBANY,2.7321,2.8957,3.0585,SELKIRK,2.4518
02/02/2014 12:00:00 AM,ALBANY,3.8653,3.5502,3.5100,3.5100,BOSTON,3.4286,2.8167,BOSTON,2.5786,3.5839,ALBANY,2.7275,2.8822,0.0000,SELKIRK,2.5461
02/09/2014 12:00:00 AM,ALBANY,3.8578,3.5921,3.5908,3.5908,BOSTON,3.3548,2.7952,BOSTON,2.5571,3.5089,ALBANY,2.7125,2.8696,3.0339,SELKIRK,2.5741
02/16/2014 12:00:00 AM,ALBANY,3.7394,3.4420,3.3003,3.3003,BOSTON,3.3619,2.8976,BOSTON,2.6595,3.5732,ALBANY,2.8049,2.9613,3.1290,SELKIRK,2.6084
02/23/2014 12:00:00 AM,ALBANY,3.8776,3.4870,3.4845,3.4845,BOSTON,3.4595,2.9762,BOSTON,2.7381,3.5125,ALBANY,2.8678,3.0225,3.1858,SELKIRK,2.4843
03/02/2014 12:00:00 AM,ALBANY,3.8984,3.3920,3.3945,3.3945,BOSTON,3.4310,2.9905,BOSTON,2.7524,3.4923,ALBANY,2.8774,2.9539,3.1286,SELKIRK,2.0710
03/09/2014 12:00:00 AM,ALBANY,3.7142,3.3100,3.3120,3.3120,BOSTON,3.4071,2.9857,BOSTON,2.7476,3.4643,ALBANY,2.8758,3.0319,3.2065,SELKIRK,1.8334
03/16/2014 12:00:00 AM,ALBANY,3.7052,3.1820,3.1970,3.1970,BOSTON,3.2333,3.0048,BOSTON,2.7667,3.3333,ALBANY,2.9016,3.0641,3.2241,SELKIRK,1.7209
03/23/2014 12:00:00 AM,ALBANY,3.6465,3.1395,3.1333,3.1333,BOSTON,3.2119,3.0238,BOSTON,2.7857,3.3321,ALBANY,2.8731,3.0409,3.2069,SELKIRK,1.6955
03/30/2014 12:00:00 AM,ALBANY,3.5432,3.1270,3.1383,3.1383,BOSTON,3.2190,2.9952,BOSTON,2.7571,3.2940,ALBANY,2.8728,3.0520,3.2088,SELKIRK,1.6057
04/06/2014 12:00:00 AM,ALBANY,3.4469,3.0695,3.0913,3.0913,BOSTON,3.2095,3.0214,BOSTON,2.7833,3.2720,ALBANY,2.8668,3.0262,3.1936,SELKIRK,1.4768
04/13/2014 12:00:00 AM,ALBANY,3.4625,3.1395,3.1545,3.1545,BOSTON,3.2000,2.9381,BOSTON,2.7000,3.1887,ALBANY,2.9623,3.1223,3.2857,SELKIRK,1.4003
04/20/2014 12:00:00 AM,ALBANY,3.4700,3.1845,3.1970,3.1970,BOSTON,3.2357,2.9643,BOSTON,2.7262,3.1940,ALBANY,2.9898,3.1484,3.3023,SELKIRK,1.4088
04/27/2014 12:00:00 AM,ALBANY,3.4505,3.1545,3.1670,3.1670,BOSTON,3.2381,2.9952,BOSTON,2.7571,3.2208,ALBANY,3.0400,3.1915,3.3457,SELKIRK,1.3943
05/04/2014 12:00:00 AM,ALBANY,3.3778,3.0745,3.0770,3.0770,BOSTON,3.2262,3.0190,BOSTON,2.7810,3.2155,ALBANY,2.9729,3.1189,3.2774,SELKIRK,1.3530
05/11/2014 12:00:00 AM,ALBANY,3.3776,3.0370,3.0703,3.0703,BOSTON,3.2048,2.9833,BOSTON,2.7452,3.1929,ALBANY,2.9108,3.0790,3.2274,SELKIRK,1.3137
05/18/2014 12:00:00 AM,ALBANY,3.4329,3.0691,3.1040,3.1040,BOSTON,3.1976,2.9238,BOSTON,2.6857,3.1185,ALBANY,2.9210,3.0977,3.2427,SELKIRK,1.2848
05/25/2014 12:00:00 AM,ALBANY,3.3965,3.0264,3.0598,3.0598,BOSTON,3.1833,2.9167,BOSTON,2.6786,3.0929,ALBANY,2.9240,3.0976,3.2452,SELKIRK,1.2615
06/01/2014 12:00:00 AM,ALBANY,3.3827,3.0031,3.0353,3.0353,BOSTON,3.1690,2.9095,BOSTON,2.6714,3.0815,ALBANY,2.9386,3.1032,3.2434,SELKIRK,1.2935
06/08/2014 12:00:00 AM,ALBANY,3.2973,2.9266,2.9458,2.9458,BOSTON,3.1048,2.8643,BOSTON,2.6262,3.0280,ALBANY,2.8747,3.0458,3.1862,SELKIRK,1.2730
06/15/2014 12:00:00 AM,ALBANY,3.3674,2.9976,3.0044,3.0044,BOSTON,3.1310,2.8619,BOSTON,2.6238,3.0268,ALBANY,2.8950,3.0694,3.2054,SELKIRK,1.2493
06/20/2014 12:00:00 AM,ALBANY,3.4632,3.0983,3.1308,3.1308,BOSTON,3.2405,2.9429,BOSTON,2.7048,3.1214,ALBANY,2.9712,3.1392,3.2806,SELKIRK,1.2781
06/22/2014 12:00:00 AM,ALBANY,3.4632,3.0983,3.1308,3.1308,BOSTON,3.2405,2.9429,BOSTON,2.7048,3.1214,ALBANY,2.9712,3.1392,3.2806,SELKIRK,1.2781
06/29/2014 12:00:00 AM,ALBANY,3.4632,3.0891,3.1233,3.1233,BOSTON,3.2476,2.9762,BOSTON,2.7381,3.1542,ALBANY,2.9477,3.1211,3.2580,SELKIRK,1.3085
07/06/2014 12:00:00 AM,ALBANY,3.3852,2.9906,3.0260,3.0260,BOSTON,3.2286,2.9690,BOSTON,2.7310,3.1589,ALBANY,2.9095,3.0777,3.2198,SELKIRK,1.2929
07/13/2014 12:00:00 AM,ALBANY,3.3072,2.9156,2.9575,2.9575,BOSTON,3.1190,2.8524,BOSTON,2.6143,3.0482,ALBANY,2.8463,3.0145,3.1605,SELKIRK,1.2696
07/20/2014 12:00:00 AM,ALBANY,3.3022,2.9046,2.9425,2.9425,BOSTON,3.1262,2.8571,BOSTON,2.6190,3.0494,ALBANY,2.7975,2.9641,3.1009,SELKIRK,1.2706
07/27/2014 12:00:00 AM,ALBANY,3.2870,2.9261,2.9643,2.9643,BOSTON,3.1429,2.8786,BOSTON,2.6405,3.0881,ALBANY,2.7695,2.9432,3.0831,SELKIRK,1.2673
08/03/2014 12:00:00 AM,ALBANY,3.2921,2.9336,2.9708,2.9708,BOSTON,3.1238,2.8214,BOSTON,2.5833,3.0429,ALBANY,2.7573,2.9143,3.0682,SELKIRK,1.2571
08/10/2014 12:00:00 AM,ALBANY,3.2718,2.9336,2.9563,2.9563,BOSTON,3.0643,2.7167,BOSTON,2.4786,2.9232,ALBANY,2.6905,2.8656,3.0022,SELKIRK,1.2270
08/17/2014 12:00:00 AM,ALBANY,3.2769,2.9533,2.9913,2.9913,BOSTON,3.0833,2.7310,BOSTON,2.4929,2.9399,ALBANY,2.7146,2.8829,3.0191,SELKIRK,1.2645
08/24/2014 12:00:00 AM,ALBANY,3.2166,2.8751,2.8953,2.8953,BOSTON,3.0333,2.7214,BOSTON,2.4833,2.9411,ALBANY,2.6836,2.8531,2.9961,SELKIRK,1.2530
08/31/2014 12:00:00 AM,ALBANY,3.2620,2.9041,2.9265,2.9265,BOSTON,3.0571,2.7333,BOSTON,2.4952,2.9506,ALBANY,2.7000,2.8688,3.0095,SELKIRK,1.2505
09/07/2014 12:00:00 AM,ALBANY,3.2821,2.9146,2.9330,2.9330,BOSTON,3.0762,2.7595,BOSTON,2.5214,2.9714,ALBANY,2.7243,2.8947,3.0512,SELKIRK,1.2545
09/14/2014 12:00:00 AM,ALBANY,3.1827,2.8036,2.8425,2.8425,BOSTON,2.9762,2.6738,BOSTON,2.4357,2.8905,ALBANY,2.6430,2.7797,2.9390,SELKIRK,1.3023
09/21/2014 12:00:00 AM,ALBANY,3.2016,2.7858,2.8070,2.8070,BOSTON,2.9738,2.6738,BOSTON,2.4357,2.8613,ALBANY,2.5788,2.7519,2.8907,SELKIRK,1.3430
09/28/2014 12:00:00 AM,ALBANY,3.1179,2.7420,2.7592,2.7592,BOSTON,2.9524,2.6786,BOSTON,2.4405,2.8381,ALBANY,2.6673,2.8492,2.9949,SELKIRK,1.3034
10/05/2014 12:00:00 AM,ALBANY,3.1260,2.7105,2.7411,2.7411,BOSTON,2.9119,2.6357,BOSTON,2.3976,2.8149,ALBANY,2.5435,2.7120,2.8519,SELKIRK,1.2827
10/12/2014 12:00:00 AM,ALBANY,3.0548,2.6438,2.6633,2.6633,BOSTON,2.8167,2.5238,BOSTON,2.2857,2.7137,ALBANY,2.3878,2.5545,2.7032,SELKIRK,1.3041
10/19/2014 12:00:00 AM,ALBANY,2.9145,2.5115,2.5433,2.5433,BOSTON,2.6690,2.3405,BOSTON,2.1024,2.5274,ALBANY,2.2775,2.4643,2.6048,SELKIRK,1.1916
10/26/2014 12:00:00 AM,ALBANY,2.9296,2.5310,2.5604,2.5604,BOSTON,2.6690,2.3333,BOSTON,2.0952,2.5393,ALBANY,2.2540,2.4209,2.5637,SELKIRK,1.1499
11/02/2014 12:00:00 AM,ALBANY,2.9955,2.5911,2.6237,2.6237,BOSTON,2.7167,2.3786,BOSTON,2.1405,2.6048,ALBANY,2.2948,2.4705,2.6128,SELKIRK,1.1395
11/09/2014 12:00:00 AM,ALBANY,2.9201,2.5115,2.5413,2.5413,BOSTON,2.6024,2.2429,BOSTON,2.0048,2.5149,ALBANY,2.1845,2.3557,2.4929,SELKIRK,1.1197
11/16/2014 12:00:00 AM,ALBANY,2.9180,2.5311,2.5624,2.5624,BOSTON,2.5881,2.1905,BOSTON,1.9524,2.4952,ALBANY,2.2458,2.4153,2.5647,SELKIRK,1.1053
11/23/2014 12:00:00 AM,ALBANY,2.8535,2.4783,2.4927,2.4927,BOSTON,2.5048,2.1190,BOSTON,1.8810,2.4232,ALBANY,2.1590,2.3304,2.4806,SELKIRK,1.0567
11/30/2014 12:00:00 AM,ALBANY,2.9390,2.5028,2.5143,2.5143,BOSTON,2.5143,2.1095,BOSTON,1.8714,2.4113,ALBANY,2.1623,2.3289,2.4693,SELKIRK,1.0386
12/07/2014 12:00:00 AM,ALBANY,2.7070,2.2543,2.2692,2.2692,BOSTON,2.3286,1.9881,BOSTON,1.7500,2.3613,ALBANY,1.9800,2.1520,2.2917,SELKIRK,0.9302
12/14/2014 12:00:00 AM,ALBANY,2.6249,2.2018,2.2127,2.2127,BOSTON,2.2238,1.8548,BOSTON,1.6167,2.3018,ALBANY,1.8111,1.9833,2.1295,SELKIRK,0.8047
12/21/2014 12:00:00 AM,ALBANY,2.5995,2.1404,2.2075,2.2075,BOSTON,2.1476,1.7333,BOSTON,1.4952,2.2363,ALBANY,1.7098,1.8859,2.0354,SELKIRK,0.8182
12/28/2014 12:00:00 AM,ALBANY,2.5073,2.0264,2.0964,2.0964,BOSTON,2.0905,1.7167,BOSTON,1.4786,2.2315,ALBANY,1.6431,1.8171,1.9612,SELKIRK,0.8257
